,Home,Away,Datetime,HomePos,HomePts,AwayPos,AwayPts,Result,HomeMatches,AwayMatches,OddsH1,OddsD1,OddsA1,OddsH2,OddsD2,OddsA2,OddsH3,OddsD3,OddsA3,OddsH4,OddsD4,OddsA4,OddsH5,OddsD5,OddsA5,HNplayers,HAverageAge,HNforeign,HPlayerValues,HMarketValue,ANplayers,AAverageAge,ANforeign,APlayerValues,AMarketValue,HATT,HMID,HDEF,HOVR,AATT,AMID,ADEF,AOVR
92,Newcastle,Norwich,11/23/2013 15:00:00,9,17,15,11,2-1,11,11,1.8,3.8,4.75,1.72,3.7,4.75,1.75,3.5,4.5,1.75,3.75,4.5,1.81,3.84,4.85,33,24.4,26,188.85,5.72,29,26.2,17,95.75,3.3,78,75,76,76,74,74,74,74
93,Stoke,Sunderland,11/23/2013 15:00:00,17,10,19,7,2-0,11,11,2.15,3.3,3.9,2,3.3,3.8,1.9,3.45,3.8,2.15,3.1,3.75,2.13,3.21,4.17,29,26.1,20,126,4.34,37,24.9,28,151.25,4.09,76,73,73,74,74,73,73,74
94,West Ham,Chelsea,11/23/2013 17:30:00,16,10,4,21,0-3,11,11,6,4.2,1.62,5.5,3.7,1.62,5.4,3.7,1.6,5.5,3.75,1.61,6.2,4.14,1.62,42,25.3,22,128.25,3.05,48,23.8,40,582.98,12.15,76,74,72,74,81,82,81,82
95,Man City,Tottenham,11/24/2013 13:30:00,8,19,7,20,6-0,11,11,1.7,4,5.5,1.62,4,5,1.6,3.7,5.4,1.7,3.6,5,1.68,3.93,5.9,27,25.7,21,479,17.74,36,23.4,21,296,8.22,84,83,81,82,77,80,78,80
96,West Brom,Aston Villa,11/25/2013 20:00:00,10,14,11,14,2-2,11,11,2.15,3.4,3.8,1.95,3.5,3.75,2.15,3.3,3.2,2.1,3.25,3.5,2.14,3.4,3.88,30,26.6,21,91.95,3.07,34,24,20,116.3,3.42,70,74,72,74,72,71,74,74
97,Aston Villa,Sunderland,11/30/2013 15:00:00,12,15,20,7,0-0,12,12,2,3.4,4.33,1.95,3.5,3.75,1.9,3.45,3.8,1.9,3.4,4,2.05,3.44,4.14,34,24,20,116.3,3.42,37,24.9,28,151.25,4.09,72,71,74,74,74,73,73,74
98,Everton,Stoke,11/30/2013 15:00:00,7,21,14,13,4-0,12,12,1.62,4,6.25,1.6,3.7,6,1.6,3.7,5.4,1.61,3.8,5.5,1.6,4.06,6.78,30,25.9,22,217.5,7.25,29,26.1,20,126,4.34,78,78,78,78,76,73,73,74
99,Norwich,Crystal Palace,11/30/2013 15:00:00,16,11,19,7,1-0,12,12,2,3.4,4.33,1.91,3.4,4.1,1.85,3.45,4,1.85,3.5,4.33,1.98,3.47,4.4,29,26.2,17,95.75,3.3,41,26.2,24,64.25,1.57,74,74,74,74,71,72,71,72
100,West Ham,Fulham,11/30/2013 15:00:00,17,10,18,10,3-0,12,12,1.91,3.5,4.6,1.87,3.4,4.25,1.85,3.45,4,1.95,3.4,4,1.89,3.55,4.75,42,25.3,22,128.25,3.05,44,25.4,33,148.35,3.37,76,74,72,74,71,74,72,75
101,Newcastle,West Brom,11/30/2013 17:30:00,17,10,11,15,2-1,12,12,2.05,3.5,4,2,3.5,3.6,2,3.3,3.6,1.95,3.4,3.75,2.07,3.55,3.92,33,24.4,26,188.85,5.72,30,26.6,21,91.95,3.07,78,75,76,76,70,74,72,74
102,Hull,Liverpool,12/01/201314:05:00,13,14,2,24,3-1,12,12,6.5,4,1.62,5.75,3.8,1.6,5.4,3.7,1.6,5.5,3.75,1.61,7.05,4.13,1.57,33,26.4,22,69.9,2.12,31,23.8,22,272.5,8.79,72,71,71,72,76,79,78,80
103,Chelsea,Southampton,12/01/2013 16:10:00,3,24,5,22,3-1,12,12,1.57,4.2,6.5,1.53,4,6.25,1.4,4.4,7.3,1.53,4,6.5,1.57,4.25,6.82,48,23.8,40,582.98,12.15,31,23.9,16,102.5,3.31,81,82,81,82,76,76,73,75
104,Man City,Swansea,12/01/2013 16:10:00,4,22,10,15,3-0,12,12,1.29,6,13,1.25,5.5,11.5,1.27,5.2,10,1.25,5.5,11,1.3,5.74,13.32,27,25.7,21,479,17.74,31,25.5,27,118.58,3.83,84,83,81,82,79,74,75,76
105,Crystal Palace,West Ham,12/03/2013 20:00:00,20,7,15,13,1-0,13,13,3.25,3.3,2.4,2.9,3.2,2.4,2.6,3.2,2.6,2.88,3.25,2.5,3.36,3.28,2.39,41,26.2,24,64.25,1.57,42,25.3,22,128.25,3.05,71,72,71,72,76,74,72,74
106,Sunderland,Chelsea,12/04/2013 19:45:00,19,8,2,27,3-4,13,13,6.5,4.33,1.55,6,4.2,1.5,6.1,4,1.5,6,4,1.53,6.76,4.21,1.57,37,24.9,28,151.25,4.09,48,23.8,40,582.98,12.15,74,73,73,74,81,82,81,82
107,Swansea,Newcastle,12/04/2013 19:45:00,13,15,6,23,3-0,13,13,2.2,3.5,3.5,2.05,3.5,3.4,2,3.3,3.6,2.2,3.3,3.4,2.2,3.55,3.52,31,25.5,27,118.58,3.83,33,24.4,26,188.85,5.72,79,74,75,76,78,75,76,76
108,Arsenal,Hull,12/04/2013 19:45:00,1,31,10,17,2-0,13,13,1.2,7.5,17,1.18,7,12.5,1.2,5.8,13,1.2,6.5,13,1.23,7,16,37,23.8,30,332.7,8.99,33,26.4,22,69.9,2.12,79,81,80,80,72,71,71,72
109,Liverpool,Norwich,12/04/2013 19:45:00,4,24,14,14,5-1,13,13,1.29,6,12,1.22,6.25,11,1.25,5.5,10.3,1.25,6,11,1.29,6.26,12.1,31,23.8,22,272.5,8.79,29,26.2,17,95.75,3.3,76,79,78,80,74,74,74,74
110,Southampton,Aston Villa,12/04/2013 19:45:00,7,22,11,16,2-3,13,13,1.7,3.8,5.75,1.6,3.8,5.5,1.65,3.6,5.1,1.62,3.75,5.5,1.72,3.76,5.78,31,23.9,16,102.5,3.31,34,24,20,116.3,3.42,76,76,73,75,72,71,74,74
111,West Brom,Man City,12/04/2013 20:00:00,12,15,3,25,2-3,13,13,6,4.2,1.62,5.5,4,1.57,5.4,3.7,1.6,5,4,1.62,6.09,4,1.65,30,26.6,21,91.95,3.07,27,25.7,21,479,17.74,70,74,72,74,84,83,81,82
112,Fulham,Tottenham,12/04/2013 20:00:00,18,10,9,21,1-2,13,13,5.8,3.9,1.67,5,3.8,1.65,4.7,3.6,1.7,5,3.6,1.7,6.42,3.94,1.64,44,25.4,33,148.35,3.37,36,23.4,21,296,8.22,71,74,72,75,77,80,78,80
113,Liverpool,West Ham,12/07/2013 15:00:00,4,27,17,13,4-1,14,14,1.29,6,12,1.28,5.25,10.5,1.25,5.5,10.3,1.28,5.5,10,1.3,6.03,12.06,31,23.8,22,272.5,8.79,42,25.3,22,128.25,3.05,76,79,78,80,76,74,72,74
114,Southampton,Man City,12/07/2013 15:00:00,8,22,3,28,1-1,14,14,5.25,3.8,1.75,4.75,3.5,1.75,4.7,3.6,1.7,4.8,3.6,1.75,5.31,3.84,1.75,31,23.9,16,102.5,3.31,27,25.7,21,479,17.74,76,76,73,75,84,83,81,82
115,Stoke,Chelsea,12/07/2013 15:00:00,14,14,2,30,3-2,14,14,6.5,4.2,1.57,6,3.8,1.57,5.6,3.9,1.55,5.5,3.75,1.61,6.59,4.1,1.6,29,26.1,20,126,4.34,48,23.8,40,582.98,12.15,76,73,73,74,81,82,81,82
116,West Brom,Norwich,12/07/2013 15:00:00,13,15,16,14,0-2,14,14,1.8,3.75,5,1.75,3.5,4.75,1.8,3.5,4.2,1.83,3.5,4.33,1.8,3.77,5.04,30,26.6,21,91.95,3.07,29,26.2,17,95.75,3.3,70,74,72,74,74,74,74,74
117,Sunderland,Tottenham,12/07/2013 17:30:00,20,8,6,24,1-2,14,14,4.5,3.6,1.91,4,3.6,1.85,4.3,3.6,1.75,4.5,3.5,1.8,4.27,3.6,1.97,37,24.9,28,151.25,4.09,36,23.4,21,296,8.22,74,73,73,74,77,80,78,80
118,Fulham,Aston Villa,12/08/2013 13:30:00,18,10,10,19,2-0,14,14,2.75,3.3,2.8,2.65,3.3,2.6,2.75,3.3,2.4,2.6,3.25,2.75,2.72,3.39,2.8,44,25.4,33,148.35,3.37,34,24,20,116.3,3.42,71,74,72,75,72,71,74,74
119,Arsenal,Everton,12/08/2013 16:00:00,1,34,5,27,1-1,14,14,1.7,3.8,5.75,1.65,3.8,5,1.65,3.7,4.9,1.66,3.75,5,1.68,4.03,5.68,37,23.8,30,332.7,8.99,30,25.9,22,217.5,7.25,79,81,80,80,78,78,78,78
120,Swansea,Hull,12/09/2013 20:00:00,11,18,12,17,1-1,14,14,1.75,3.75,5.5,1.72,3.5,5,1.75,3.5,4.5,1.72,3.6,4.8,1.79,3.69,5.31,31,25.5,27,118.58,3.83,33,26.4,22,69.9,2.12,79,74,75,76,72,71,71,72
121,Man City,Arsenal,12/14/2013 12:45:00,4,29,1,35,6-3,15,15,1.83,3.75,4.75,1.75,3.75,4.4,1.85,3.45,4,1.8,3.6,4.33,1.83,3.82,4.7,27,25.7,21,479,17.74,37,23.8,30,332.7,8.99,84,83,81,82,79,81,80,80
122,Chelsea,Crystal Palace,12/14/2013 15:00:00,3,30,19,13,2-1,15,15,1.18,8,19,1.16,7.25,15.5,1.17,6.5,14,1.18,7,15,1.19,7.7,20.1,48,23.8,40,582.98,12.15,41,26.2,24,64.25,1.57,81,82,81,82,71,72,71,72
123,Everton,Fulham,12/14/2013 15:00:00,5,28,18,13,4-1,15,15,1.36,5,10.5,1.37,4.5,8.75,1.42,4.2,7.3,1.36,4.5,9,1.39,5.09,9.5,30,25.9,22,217.5,7.25,44,25.4,33,148.35,3.37,78,78,78,78,71,74,72,75
124,Newcastle,Southampton,12/14/2013 15:00:00,7,26,8,23,1-1,15,15,2.4,3.4,3.2,2.35,3.4,2.9,2.2,3.3,3.1,2.3,3.3,3.1,2.44,3.31,3.24,33,24.4,26,188.85,5.72,31,23.9,16,102.5,3.31,78,75,76,76,76,76,73,75
125,West Ham,Sunderland,12/14/2013 15:00:00,17,13,20,8,0-0,15,15,1.95,3.6,4.33,1.91,3.4,4.1,1.9,3.45,3.8,2,3.4,3.75,2.04,3.5,4.09,42,25.3,22,128.25,3.05,37,24.9,28,151.25,4.09,76,74,72,74,74,73,73,74
126,Hull,Stoke,12/14/2013 17:30:00,12,18,13,17,0-0,15,15,2.3,3.3,3.5,2.2,3.25,3.3,2.2,3.3,3.1,2.25,3.25,3.2,2.32,3.18,3.63,33,26.4,22,69.9,2.12,29,26.1,20,126,4.34,72,71,71,72,76,73,73,74
127,Norwich,Swansea,12/15/2013 13:30:00,14,17,10,19,1-1,15,15,2.88,3.3,2.7,2.85,3.2,2.5,2.6,3.2,2.6,2.62,3.3,2.62,2.82,3.35,2.73,29,26.2,17,95.75,3.3,31,25.5,27,118.58,3.83,74,74,74,74,79,74,75,76
128,Tottenham,Liverpool,12/15/2013 16:00:00,6,27,2,30,0-5,15,15,2.5,3.4,3,2.55,3.3,2.7,2.4,3.3,2.75,2.37,3.4,2.9,2.47,3.5,3.04,36,23.4,21,296,8.22,31,23.8,22,272.5,8.79,77,80,78,80,76,79,78,80
129,Crystal Palace,Newcastle,12/21/2013 15:00:00,18,13,6,27,0-3,16,16,3.25,3.4,2.38,3,3.4,2.3,2.75,3.3,2.4,3.1,3.1,2.4,3.33,3.35,2.37,41,26.2,24,64.25,1.57,33,24.4,26,188.85,5.72,71,72,71,72,78,75,76,76
130,Fulham,Man City,12/21/2013 15:00:00,19,13,4,32,2-4,16,16,9.5,5.25,1.36,8,5,1.35,7.3,4.4,1.4,7.5,5,1.4,9.03,5.43,1.38,44,25.4,33,148.35,3.37,27,25.7,21,479,17.74,71,74,72,75,84,83,81,82
131,Stoke,Aston Villa,12/21/2013 15:00:00,13,18,11,19,2-1,16,16,2.3,3.25,3.5,2.25,3.2,3.25,2.2,3.15,3.25,2.3,3.1,3.3,2.26,3.28,3.65,29,26.1,20,126,4.34,34,24,20,116.3,3.42,76,73,73,74,72,71,74,74
132,Sunderland,Norwich,12/21/2013 15:00:00,20,9,14,18,0-0,16,16,2.05,3.5,4,2,3.5,3.6,2.1,3.3,3.3,2.1,3.4,3.5,2.06,3.47,4.04,37,24.9,28,151.25,4.09,29,26.2,17,95.75,3.3,74,73,73,74,74,74,74,74
133,West Brom,Hull,12/21/2013 15:00:00,16,15,12,19,1-1,16,16,1.95,3.5,4.5,1.88,3.3,4.33,1.9,3.45,3.8,1.95,3.4,4,1.91,3.51,4.73,30,26.6,21,91.95,3.07,33,26.4,22,69.9,2.12,70,74,72,74,72,71,71,72
134,Southampton,Tottenham,12/22/2013 13:30:00,9,24,7,27,2-3,16,16,2.55,3.3,3,2.55,3.25,2.75,2.6,3.2,2.6,2.6,3.1,2.87,2.55,3.37,3.02,31,23.9,16,102.5,3.31,36,23.4,21,296,8.22,76,76,73,75,77,80,78,80
135,Swansea,Everton,12/22/2013 16:00:00,10,20,5,31,1-2,16,16,3,3.4,2.5,3.1,3.25,2.25,3.1,3.3,2.2,3,3.3,2.4,3.03,3.48,2.48,31,25.5,27,118.58,3.83,30,25.9,22,217.5,7.25,79,74,75,76,78,78,78,78
136,Arsenal,Chelsea,12/23/2013 20:00:00,1,35,3,33,0-0,16,16,2.38,3.4,3.25,2.3,3.3,3,2.5,3.2,2.75,2.37,3.2,3.1,2.34,3.45,3.3,37,23.8,30,332.7,8.99,48,23.8,40,582.98,12.15,79,81,80,80,81,82,81,82
137,Norwich,Fulham,12/26/2013 15:00:00,14,19,19,13,1-2,17,17,2.05,3.5,4,2.05,3.25,3.6,2.1,3.3,3.3,2,3.4,3.75,2.07,3.49,3.97,29,26.2,17,95.75,3.3,44,25.4,33,148.35,3.37,74,74,74,74,71,74,72,75
138,Tottenham,West Brom,12/26/2013 15:00:00,7,30,16,16,1-1,17,17,1.53,4.33,7,1.5,3.9,7,1.5,4,6.1,1.55,4,6,1.52,4.49,7.19,36,23.4,21,296,8.22,30,26.6,21,91.95,3.07,77,80,78,80,70,74,72,74
139,West Ham,Arsenal,12/26/2013 15:00:00,17,14,2,36,1-3,17,17,6.5,4,1.62,6,3.75,1.57,5.6,3.9,1.55,5,4,1.62,6.13,4.1,1.63,42,25.3,22,128.25,3.05,37,23.8,30,332.7,8.99,76,74,72,74,79,81,80,80
140,Aston Villa,Crystal Palace,12/26/2013 15:00:00,13,19,18,13,0-1,17,17,1.91,3.5,4.5,1.8,3.5,4.33,1.8,3.5,4.2,1.85,3.4,4.33,1.94,3.39,4.77,34,24,20,116.3,3.42,41,26.2,24,64.25,1.57,72,71,74,74,71,72,71,72
141,Chelsea,Swansea,12/26/2013 15:00:00,4,34,11,20,1-0,17,17,1.33,5.5,10,1.35,5,7.75,1.35,4.8,7.6,1.33,5,8.5,1.34,5.43,10.96,48,23.8,40,582.98,12.15,31,25.5,27,118.58,3.83,81,82,81,82,79,74,75,76
142,Everton,Sunderland,12/26/2013 15:00:00,5,34,20,10,0-1,17,17,1.36,5.25,9.5,1.36,4.75,7.75,1.37,4.6,7.5,1.4,4.5,7.5,1.36,5.21,11.08,30,25.9,22,217.5,7.25,37,24.9,28,151.25,4.09,78,78,78,78,74,73,73,74
143,Newcastle,Stoke,12/26/2013 15:00:00,6,30,10,21,5-1,17,17,1.75,3.8,5.25,1.75,3.3,5,1.8,3.5,4.2,1.8,3.5,4.5,1.76,3.73,5.43,33,24.4,26,188.85,5.72,29,26.1,20,126,4.34,78,75,76,76,76,73,73,74
144,Man City,Liverpool,12/26/2013 17:30:00,3,35,1,36,2-1,17,17,1.75,4.2,4.6,1.75,4,4.1,1.8,3.5,4.2,1.73,4,4.33,1.75,4.14,4.84,27,25.7,21,479,17.74,31,23.8,22,272.5,8.79,84,83,81,82,76,79,78,80
145,West Ham,West Brom,12/28/2013 12:45:00,19,14,15,17,3-3,18,18,2.38,3.4,3.25,2.3,3.3,3,2.2,3.3,3.1,2.25,3.3,3.25,2.44,3.35,3.22,42,25.3,22,128.25,3.05,30,26.6,21,91.95,3.07,76,74,72,74,70,74,72,74
146,Aston Villa,Swansea,12/28/2013 15:00:00,13,19,11,20,1-1,18,18,3,3.3,2.55,2.75,3.25,2.5,2.6,3.2,2.6,2.62,3.25,2.62,2.94,3.34,2.63,34,24,20,116.3,3.42,31,25.5,27,118.58,3.83,72,71,74,74,79,74,75,76
147,Hull,Fulham,12/28/2013 15:00:00,12,20,18,16,6-0,18,18,2.05,3.4,4.1,2,3.25,3.75,2.1,3.3,3.3,2.05,3.3,3.75,2.08,3.31,4.22,33,26.4,22,69.9,2.12,44,25.4,33,148.35,3.37,72,71,71,72,71,74,72,75
148,Man City,Crystal Palace,12/28/2013 15:00:00,2,38,17,16,1-0,18,18,1.13,9.5,29,1.1,8.5,21,1.12,8,16,1.14,8,17,1.13,10.4,28.5,27,25.7,21,479,17.74,41,26.2,24,64.25,1.57,84,83,81,82,71,72,71,72
149,Everton,Southampton,12/29/2013 13:30:00,5,34,9,27,2-1,18,18,1.83,3.7,4.75,1.8,3.4,4.5,1.75,3.5,4.5,1.8,3.5,4.5,1.85,3.73,4.69,30,25.9,22,217.5,7.25,31,23.9,16,102.5,3.31,78,78,78,78,76,76,73,75
150,Newcastle,Arsenal,12/29/2013 13:30:00,6,33,1,39,0-1,18,18,4,3.7,2,3.75,3.4,1.95,3.7,3.35,1.95,3.8,3.6,1.95,4.03,3.74,1.98,33,24.4,26,188.85,5.72,37,23.8,30,332.7,8.99,78,75,76,76,79,81,80,80
151,Chelsea,Liverpool,12/29/2013 16:00:00,3,37,4,36,2-1,18,18,2.2,3.5,3.5,2.15,3.4,3.2,2.1,3.3,3.3,2.1,3.4,3.5,2.2,3.52,3.55,48,23.8,40,582.98,12.15,31,23.8,22,272.5,8.79,81,82,81,82,76,79,78,80
152,Tottenham,Stoke,12/29/2013 16:00:00,8,31,10,21,3-0,18,18,1.44,4.33,8,1.45,4.2,7,1.5,4,6.1,1.5,4,7,1.49,4.39,8.3,36,23.4,21,296,8.22,29,26.1,20,126,4.34,77,80,78,80,76,73,73,74
153,Swansea,Man City,01/01/2014 12:45:00,11,21,2,41,2-3,19,19,5.75,4.25,1.62,5,4.1,1.6,5.4,3.7,1.6,5.5,4,1.62,5.63,4.25,1.65,31,25.5,27,118.58,3.83,27,25.7,21,479,17.74,79,74,75,76,84,83,81,82
154,Crystal Palace,Norwich,01/01/2014 15:00:00,17,16,14,19,1-1,19,19,2.38,3.3,3.3,2.35,3.1,3.1,2.3,3.3,2.9,2.4,3.3,3,2.42,3.22,3.41,41,26.2,24,64.25,1.57,29,26.2,17,95.75,3.3,71,72,71,72,74,74,74,74
155,Fulham,West Ham,01/01/2014 15:00:00,18,16,19,15,2-1,19,19,2.5,3.3,3.1,2.35,3.1,3.1,2.5,3.3,2.65,2.4,3.4,2.9,2.43,3.31,3.26,44,25.4,33,148.35,3.37,42,25.3,22,128.25,3.05,71,74,72,75,76,74,72,74
156,Liverpool,Hull,01/01/2014 15:00:00,5,36,10,23,2-0,19,19,1.3,6,11,1.25,5.75,10.5,1.27,5.2,10,1.3,5.5,10,1.31,5.95,11.4,31,23.8,22,272.5,8.79,33,26.4,22,69.9,2.12,76,79,78,80,72,71,71,72
157,Southampton,Chelsea,01/01/2014 15:00:00,9,27,3,40,0-3,19,19,4,3.5,2.05,3.75,3.5,1.95,3.7,3.35,1.95,3.75,3.3,2.1,3.85,3.58,2.07,31,23.9,16,102.5,3.31,48,23.8,40,582.98,12.15,76,76,73,75,81,82,81,82
158,Stoke,Everton,01/01/2014 15:00:00,12,21,4,37,1-1,19,19,4,3.3,2.1,3.7,3.3,2,3.6,3.3,2,3.75,3.4,2.05,4.18,3.35,2.07,29,26.1,20,126,4.34,30,25.9,22,217.5,7.25,76,73,73,74,78,78,78,78
159,Sunderland,Aston Villa,01/01/2014 15:00:00,20,14,13,20,0-1,19,19,2.15,3.4,3.75,2.1,3.2,3.5,2.2,3.3,3.1,2.15,3.3,3.5,2.14,3.47,3.77,37,24.9,28,151.25,4.09,34,24,20,116.3,3.42,74,73,73,74,72,71,74,74
160,West Brom,Newcastle,01/01/2014 15:00:00,15,18,8,33,1-0,19,19,2.6,3.4,2.88,2.45,3.2,2.85,2.5,3.3,2.65,2.6,3.4,2.7,2.52,3.42,3.03,30,26.6,21,91.95,3.07,33,24.4,26,188.85,5.72,70,74,72,74,78,75,76,76
161,Hull,Chelsea,01/11/2014 12:45:00,10,23,3,43,0-2,20,20,6.5,4,1.6,6,3.8,1.57,5.5,3.8,1.57,6,3.75,1.61,6.43,3.97,1.63,33,26.4,22,69.9,2.12,48,23.8,40,582.98,12.15,72,71,71,72,81,82,81,82
162,Tottenham,Crystal Palace,01/11/2014 15:00:00,6,37,18,17,2-0,19,19,1.36,5,10,1.34,4.75,9.25,1.37,4.6,7.5,1.33,4.8,10,1.38,5.06,10.1,36,23.4,21,296,8.22,41,26.2,24,64.25,1.57,77,80,78,80,71,72,71,72
163,Everton,Norwich,01/11/2014 15:00:00,5,38,15,20,2-0,20,20,1.4,5,9,1.36,4.33,10,1.42,4.4,7.2,1.4,4.5,8,1.39,4.98,9.75,30,25.9,22,217.5,7.25,29,26.2,17,95.75,3.3,78,78,78,78,74,74,74,74
164,Fulham,Sunderland,01/11/2014 15:00:00,16,19,20,14,1-4,20,20,2.2,3.3,3.75,2.2,3.2,3.4,2.15,3.3,3.2,2.2,3.4,3.2,2.19,3.37,3.75,44,25.4,33,148.35,3.37,37,24.9,28,151.25,4.09,71,74,72,75,74,73,73,74
165,Southampton,West Brom,01/11/2014 15:00:00,9,27,14,21,1-0,20,20,1.83,3.7,4.75,1.75,3.7,4.5,1.8,3.5,4.2,1.8,3.5,4.8,1.85,3.71,4.78,31,23.9,16,102.5,3.31,30,26.6,21,91.95,3.07,76,76,73,75,70,74,72,74
166,Newcastle,Man City,01/12/201414:05:00,8,33,2,44,0-2,20,20,5.25,4,1.7,5,4,1.62,5.4,3.7,1.6,5,3.8,1.66,5.38,4.24,1.67,33,24.4,26,188.85,5.72,27,25.7,21,479,17.74,78,75,76,76,84,83,81,82
167,Stoke,Liverpool,01/12/2014 16:10:00,12,22,4,39,3-5,20,20,5.75,4,1.67,5.5,3.75,1.62,4.7,3.6,1.7,5,3.75,1.66,5.98,4.14,1.64,29,26.1,20,126,4.34,31,23.8,22,272.5,8.79,76,73,73,74,76,79,78,80
168,Aston Villa,Arsenal,01/13/2014 20:00:00,11,23,1,45,1-2,20,20,6,4.2,1.62,6,3.9,1.55,5.5,3.8,1.57,5.5,4,1.57,6.26,4.26,1.6,34,24,20,116.3,3.42,37,23.8,30,332.7,8.99,72,71,74,74,79,81,80,80
169,Sunderland,Southampton,01/18/2014 12:45:00,19,17,9,30,2-2,21,21,3.2,3.3,2.45,3,3.2,2.4,2.75,3.3,2.4,3,3.3,2.4,3.19,3.28,2.49,37,24.9,28,151.25,4.09,31,23.9,16,102.5,3.31,74,73,73,74,76,76,73,75
170,Arsenal,Fulham,01/18/2014 15:00:00,1,48,16,19,2-0,21,21,1.22,7,15,1.2,6.5,12.5,1.2,6,12.5,1.22,6.5,13,1.23,6.9,16.14,37,23.8,30,332.7,8.99,44,25.4,33,148.35,3.37,79,81,80,80,71,74,72,75
171,Crystal Palace,Stoke,01/18/2014 15:00:00,20,17,12,22,1-0,21,21,2.35,3.2,3.5,2.2,3.2,3.4,2.2,3.2,3.2,2.37,3.2,3.2,2.25,3.29,3.67,41,26.2,24,64.25,1.57,29,26.1,20,126,4.34,71,72,71,72,76,73,73,74
172,Norwich,Hull,01/18/2014 15:00:00,15,20,10,23,1-0,21,21,2.4,3.3,3.25,2.45,3,3.1,2.2,3.3,3.1,2.37,3.25,3.1,2.41,3.24,3.36,29,26.2,17,95.75,3.3,33,26.4,22,69.9,2.12,74,74,74,74,72,71,71,72
173,West Ham,Newcastle,01/18/2014 15:00:00,17,18,8,33,1-3,21,21,3,3.4,2.5,2.95,3.3,2.35,2.75,3.3,2.4,2.87,3.3,2.5,3.03,3.38,2.54,42,25.3,22,128.25,3.05,33,24.4,26,188.85,5.72,76,74,72,74,78,75,76,76
174,Liverpool,Aston Villa,01/18/2014 17:30:00,4,42,11,23,2-2,21,21,1.22,7,15,1.2,6.75,11.5,1.22,5.5,12,1.22,6.5,13,1.22,7.15,16.57,31,23.8,22,272.5,8.79,34,24,20,116.3,3.42,76,79,78,80,72,71,74,74
175,Swansea,Tottenham,01/19/2014 13:30:00,13,21,6,40,1-3,21,21,3.25,3.4,2.38,3.1,3.2,2.35,2.9,3.3,2.3,3.1,3.4,2.25,3.16,3.43,2.43,31,25.5,27,118.58,3.83,36,23.4,21,296,8.22,79,74,75,76,77,80,78,80
176,West Brom,Everton,01/20/2014 20:00:00,14,21,5,41,1-1,21,21,3.5,3.4,2.25,3.2,3.25,2.25,3.1,3.3,2.2,3.2,3.4,2.25,3.46,3.39,2.3,30,26.6,21,91.95,3.07,30,25.9,22,217.5,7.25,70,74,72,74,78,78,78,78
177,Norwich,Newcastle,01/28/2014 19:45:00,12,23,8,36,0-0,22,22,2.7,3.4,2.8,2.55,3.3,2.7,2.75,3.3,2.4,2.62,3.4,2.62,2.63,3.42,2.88,29,26.2,17,95.75,3.3,33,24.4,26,188.85,5.72,74,74,74,74,78,75,76,76
178,Southampton,Arsenal,01/28/2014 19:45:00,9,31,1,51,2-2,22,22,4.33,3.5,1.95,4.1,3.5,1.87,4,3.45,1.85,4.2,3.5,1.9,4.26,3.6,1.97,31,23.9,16,102.5,3.31,37,23.8,30,332.7,8.99,76,76,73,75,79,81,80,80
179,Swansea,Fulham,01/28/2014 19:45:00,15,21,17,19,2-0,22,22,1.75,3.75,5.25,1.7,3.5,5.25,1.72,3.6,4.6,1.72,3.75,4.8,1.76,3.77,5.38,31,25.5,27,118.58,3.83,44,25.4,33,148.35,3.37,79,74,75,76,71,74,72,75
180,Crystal Palace,Hull,01/28/2014 20:00:00,16,20,11,23,1-0,22,22,2.5,3.2,3.2,2.5,3,3,2.2,3.2,3.2,2.5,3.2,3,2.56,3.17,3.18,41,26.2,24,64.25,1.57,33,26.4,22,69.9,2.12,71,72,71,72,72,71,71,72
181,Liverpool,Everton,01/28/2014 20:00:00,4,43,6,42,4-0,22,22,1.83,3.9,4.5,1.75,3.8,4.33,1.8,3.5,4.2,1.83,3.75,4.2,1.83,3.89,4.58,31,23.8,22,272.5,8.79,30,25.9,22,217.5,7.25,76,79,78,80,78,78,78,78
182,Aston Villa,West Brom,01/29/2014 19:45:00,10,24,13,22,4-3,22,22,2.6,3.3,3,2.5,3.25,2.8,2.6,3.1,2.7,2.5,3.3,2.87,2.64,3.31,2.95,34,24,20,116.3,3.42,30,26.6,21,91.95,3.07,72,71,74,74,70,74,72,74
183,Sunderland,Stoke,01/29/2014 19:45:00,19,18,14,22,1-0,22,22,2.1,3.4,3.9,2,3.3,3.8,2.05,3.3,3.5,2.15,3.25,3.6,2.15,3.33,3.93,37,24.9,28,151.25,4.09,29,26.1,20,126,4.34,74,73,73,74,76,73,73,74
184,Chelsea,West Ham,01/29/2014 19:45:00,3,49,18,18,0-0,22,22,1.18,8,19,1.2,6.5,13,1.17,6.5,14,1.2,6.5,17,1.2,7.45,18.95,48,23.8,40,582.98,12.15,42,25.3,22,128.25,3.05,81,82,81,82,76,74,72,74
185,Tottenham,Man City,01/29/2014 19:45:00,5,43,2,50,1-5,22,22,3.75,3.75,2.05,3.5,3.6,2,3.6,3.3,2,3.6,3.6,2,3.77,3.68,2.07,36,23.4,21,296,8.22,27,25.7,21,479,17.74,77,80,78,80,84,83,81,82
